"genenames","PFAM"
"MA-7908g0010",NA
"MA-8015715g0010","PF00271-Helicase conserved C-terminal domain"
"MA-80432g0010","PF01370-NAD dependent epimerase/dehydratase family"
"MA-8062124g0010",NA
"MA-807172g0010","PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF12854-PPR repeat;PF12854-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-8087771g0010","PF00012-Hsp70 protein"
"MA-8097001g0010",NA
"MA-810482g0010","PF05477-Surfeit locus protein 2 (SURF2)"
"MA-810522g0010",NA
"MA-8172631g0010",NA
"MA-81944g0010","PF06027-Solute carrier family 35"
"MA-8222690g0010",NA
"MA-83093g0010","PF02298-Plastocyanin-like domain"
"MA-834796g0010","PF00350-Dynamin family"
"MA-83634g0010",NA
"MA-8367012g0010","PF12298-Eukaryotic mitochondrial regulator protein"
"MA-842441g0010",NA
"MA-8467145g0010",NA
"MA-84938g0010","PF13812-Pentatricopeptide repeat domain;PF12854-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-858256g0010",NA
"MA-85844g0010",NA
"MA-8595455g0010","PF00117-Glutamine amidotransferase class-I;PF00117-Glutamine amidotransferase class-I"
"MA-8631471g0010",NA
"MA-8635g0010",NA
"MA-8644998g0010",NA
"MA-86564g0010","PF14363-Domain associated at C-terminal with AAA;PF00004-ATPase family associated with various cellular activities (AAA)"
"MA-86598g0010",NA
"MA-8684541g0010",NA
"MA-8710g0010","PF07797-Protein of unknown function (DUF1639)"
"MA-8717465g0010",NA
"MA-8816501g0010",NA
"MA-882180g0010",NA
"MA-895242g0020","PF00400-WD domain, G-beta repeat;PF00400-WD domain, G-beta repeat"
"MA-89548g0010",NA
"MA-9004853g0010",NA
"MA-901094g0010",NA
"MA-904218g0010",NA
"MA-9057g0030","PF06839-GRF zinc finger;PF00098-Zinc knuckle"
"MA-9058615g0010","PF00005-ABC transporter;PF00005-ABC transporter"
"MA-9079g0010","PF00850-Histone deacetylase domain"
"MA-9115714g0010",NA
"MA-91369g0010","PF03195-Lateral organ boundaries (LOB) domain"
"MA-914205g0010",NA
"MA-9177476g0010","PF07808-RED-like protein N-terminal region"
"MA-9199701g0010","PF00120-Glutamine synthetase, catalytic domain;PF03951-Glutamine synthetase, beta-Grasp domain"
"MA-9207906g0010","PF04422-Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term"
"MA-921642g0020",NA
"MA-923293g0010",NA
"MA-92693g0010",NA
"MA-927657g0010","PF07714-Protein tyrosine kinase"
"MA-92840g0010","PF00651-BTB/POZ domain"
"MA-92945g0010",NA
"MA-930239g0010",NA
"MA-931192g0010",NA
"MA-9353463g0010","PF02559-CarD-like/TRCF domain"
"MA-935712g0010","PF02383-SacI homology domain"
"MA-937923g0010",NA
"MA-938037g0010","PF03835-Rad4 transglutaminase-like domain"
"MA-9387586g0010","PF00931-NB-ARC domain"
"MA-9401507g0010","PF00240-Ubiquitin family;PF00240-Ubiquitin family"
"MA-941687g0010","PF00920-Dehydratase family"
"MA-943933g0010","PF04934-MED6 mediator sub complex component"
"MA-945058g0010","PF04927-Seed maturation protein"
"MA-9460g0010",NA
"MA-948128g0010",NA
"MA-948365g0010",NA
"MA-9500907g0010",NA
"MA-9521009g0010","PF11961-Domain of unknown function (DUF3475)"
"MA-955202g0010",NA
"MA-955368g0010",NA
"MA-9557209g0010",NA
"MA-95907g0010",NA
"MA-9597965g0010",NA
"MA-9601930g0010",NA
"MA-96086g0010","PF00022-Actin"
"MA-96517g0010","PF00225-Kinesin motor domain"
"MA-9682710g0010","PF00415-Regulator of chromosome condensation (RCC1) repeat"
"MA-9747174g0010",NA
"MA-9779809g0010",NA
"MA-981g0010","PF16835-Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11);PF12874-Zinc-finger of C2H2 type"
"MA-9832222g0010",NA
"MA-9844312g0010",NA
"MA-9871172g0010","PF12049-Protein of unknown function (DUF3531)"
"MA-9922402g0010",NA
"MA-99622g0010","PF00067-Cytochrome P450"
"MA-9999470g0010",NA
"MA-2472g0010",NA
"MA-459g0010","PF03637-Mob1/phocein family"
"MA-10432994g0010",NA
"MA-116020g0010",NA
"MA-10437037g0010",NA
"MA-39602g0010",NA
"MA-10436542g0010",NA
"MA-224582g0010",NA
"MA-499284g0010",NA
"MA-292053g0010",NA
"MA-10433457g0010",NA
"MA-10426736g0010",NA
"MA-880228g0010",NA
"MA-718766g0010","PF02230-Phospholipase/Carboxylesterase"
"MA-850932g0010",NA
"MA-10277463g0010",NA
"MA-7364913g0010",NA
"MA-10112696g0010",NA
"MA-7945239g0010",NA
"MA-5275644g0010",NA
"MA-10433680g0010",NA
"MA-7100792g0010",NA
"MA-9982452g0010","PF13516-Leucine Rich repeat;PF13516-Leucine Rich repeat;PF13516-Leucine Rich repeat;PF13516-Leucine Rich repeat"
"MA-5463174g0010",NA
"MA-9231725g0010",NA
"MA-8039913g0010",NA
"MA-5034320g0010",NA
"MA-4281196g0010",NA
"MA-3507269g0010",NA
"MA-4692150g0010","PF13178-Protein of unknown function (DUF4005)"
"MA-2283459g0010",NA
"MA-3831320g0010",NA
"MA-10312536g0010",NA
"MA-10426056g0010","PF00491-Arginase family"
"MA-10426911g0010","PF00989-PAS fold"
"MA-10428957g0010","PF00733-Asparagine synthase;PF13537-Glutamine amidotransferase domain"
"MA-10432089g0010","PF00642-Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"MA-10432775g0010",NA
"MA-10432997g0010","PF03110-SBP domain"
"MA-10435991g0010",NA
"MA-10436933g0030","PF02701-Dof domain, zinc finger"
"MA-10437249g0010","PF14750-Integrator complex subunit 2"
"MA-130776g0010","PF00010-Helix-loop-helix DNA-binding domain"
"MA-193455g0010","PF02734-DAK2 domain"
"MA-21668g0010",NA
"MA-226605g0010",NA
"MA-254868g0010",NA
"MA-35477g0010","PF00173-Cytochrome b5-like Heme/Steroid binding domain"
"MA-492340g0010",NA
"MA-6084994g0010","PF08145-BOP1NT (NUC169) domain"
"MA-65052g0010","PF14368-Probable lipid transfer"
"MA-74188g0010",NA
"MA-745410g0010",NA
"MA-7573646g0010",NA
"MA-791871g0010","PF00403-Heavy-metal-associated domain"
"MA-8594g0020",NA
"MA-87640g0010","PF00069-Protein kinase domain"
"MA-92933g0020","PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF12854-PPR repeat;PF12854-PPR repeat;PF12854-PPR repeat;PF12854-PPR repeat"
"MA-904415g0010",NA
"MA-7598698g0010",NA
"MA-8063418g0010",NA
"MA-6125312g0010",NA
"MA-10436843g0020","PF14009-Domain of unknown function (DUF4228)"
"MA-52289g0010",NA
"MA-8868720g0010","PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF14432-DYW family of nucleic acid deaminases"
"MA-89804g0010",NA
"MA-924791g0010","PF17123-RING-like zinc finger"
"MA-9993206g0010",NA
"MA-841019g0010",NA
"MA-4440525g0010","PF01535-PPR repeat;PF13041-PPR repeat family;PF12854-PPR repeat"
"MA-10263885g0010",NA
"MA-10426620g0020","PF00067-Cytochrome P450"
"MA-10434784g0020","PF00560-Leucine Rich Repeat;PF00560-Leucine Rich Repeat;PF13855-Leucine rich repeat;PF08263-Leucine rich repeat N-terminal domain"
"MA-31993g0010","PF07816-Protein of unknown function (DUF1645)"
"MA-75520g0010","PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein"
"MA-816375g0010","PF13639-Ring finger domain"
"MA-9154853g0010",NA
"MA-93110g0010",NA
"MA-94412g0010","PF04504-Protein of unknown function, DUF573"
"MA-4179925g0010","PF13855-Leucine rich repeat;PF00560-Leucine Rich Repeat;PF00560-Leucine Rich Repeat;PF00560-Leucine Rich Repeat"
"MA-10427198g0010",NA
"MA-10434912g0020",NA
"MA-119519g0010","PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF14432-DYW family of nucleic acid deaminases"
"MA-122899g0010","PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF14432-DYW family of nucleic acid deaminases;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat"
"MA-216648g0010",NA
"MA-258444g0010","PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-82688g0010",NA
"MA-935655g0010",NA
"MA-10428967g0010",NA
"MA-10425924g0010","PF05641-Agenet domain;PF03735-ENT domain"
"MA-10425992g0010",NA
"MA-10429462g0010","PF12854-PPR repeat"
"MA-10432078g0010","PF13456-Reverse transcriptase-like"
"MA-10435756g0010","PF01210-NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus;PF07479-NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus"
"MA-136157g0010","PF01363-FYVE zinc finger;PF00415-Regulator of chromosome condensation (RCC1) repeat;PF00415-Regulator of chromosome condensation (RCC1) repeat;PF00415-Regulator of chromosome condensation (RCC1) repeat;PF00415-Regulator of chromosome condensation (RCC1) repeat;PF00415-Regulator of chromosome condensation (RCC1) repeat;PF00415-Regulator of chromosome condensation (RCC1) repeat"
"MA-137090g0010",NA
"MA-197089g0010",NA
"MA-27619g0010","PF13812-Pentatricopeptide repeat domain;PF01535-PPR repeat"
"MA-913949g0010",NA
"MA-97011g0010","PF13561-Enoyl-(Acyl carrier protein) reductase"
"MA-4987770g0010",NA
"MA-1805748g0010",NA
"MA-10355730g0010","PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF14432-DYW family of nucleic acid deaminases"
"MA-10430089g0010","PF01535-PPR repeat;PF13812-Pentatricopeptide repeat domain;PF12854-PPR repeat;PF12854-PPR repeat;PF12854-PPR repeat;PF12854-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-10435484g0020",NA
"MA-10435652g0010",NA
"MA-10436419g0010","PF00067-Cytochrome P450"
"MA-104588g0010","PF13947-Wall-associated receptor kinase galacturonan-binding"
"MA-105840g0010",NA
"MA-113320g0010",NA
"MA-113730g0020",NA
"MA-115348g0020","PF00847-AP2 domain"
"MA-160636g0010","PF00012-Hsp70 protein"
"MA-174556g0010",NA
"MA-19739g0010","PF13668-Ferritin-like domain"
"MA-2157g0010","PF01603-Protein phosphatase 2A regulatory B subunit (B56 family)"
"MA-222034g0010","PF03405-Fatty acid desaturase"
"MA-272638g0010","PF01095-Pectinesterase"
"MA-30683g0010","PF05558-DREPP plasma membrane polypeptide"
"MA-402874g0010","PF00043-Glutathione S-transferase, C-terminal domain"
"MA-494148g0010","PF04030-D-arabinono-1,4-lactone oxidase"
"MA-497830g0020","PF09588-YqaJ-like viral recombinase domain"
"MA-63455g0010",NA
"MA-715112g0010",NA
"MA-72003g0010",NA
"MA-7727123g0010",NA
"MA-77805g0010","PF00644-Poly(ADP-ribose) polymerase catalytic domain"
"MA-81029g0010","PF00847-AP2 domain"
"MA-81876g0010","PF00096-Zinc finger, C2H2 type"
"MA-89112g0010","PF07137-VDE lipocalin domain"
"MA-894565g0010",NA
"MA-95771g0010",NA
"MA-9579g0010","PF13193-AMP-binding enzyme C-terminal domain;PF00501-AMP-binding enzyme"
"MA-959553g0020","PF13041-PPR repeat family;PF12854-PPR repeat;PF12854-PPR repeat"
"MA-86821g0010",NA
"MA-8955159g0010",NA
"MA-8681886g0010",NA
"MA-10003545g0010",NA
"MA-10009233g0010",NA
"MA-100179g0010","PF04484-QWRF family"
"MA-10018650g0010",NA
"MA-100454g0010",NA
"MA-10050138g0010","PF16953-Protein-only RNase P;PF17177-Pentacotripeptide-repeat region of PRORP;PF17177-Pentacotripeptide-repeat region of PRORP"
"MA-10051537g0010","PF02781-Glucose-6-phosphate dehydrogenase, C-terminal domain"
"MA-10066589g0010",NA
"MA-10070848g0010",NA
"MA-10072601g0010",NA
"MA-10077040g0010",NA
"MA-100868g0010","PF01357-Pollen allergen;PF03330-Lytic transglycolase"
"MA-10090939g0010","PF04129-Vps52 / Sac2 family"
"MA-10096g0010","PF04969-CS domain"
"MA-10099013g0010",NA
"MA-10102274g0010",NA
"MA-10105289g0010",NA
"MA-10114753g0010","PF00293-NUDIX domain"
"MA-10117897g0010",NA
"MA-101266g0010","PF05512-AWPM-19-like family"
"MA-10141852g0010","PF00931-NB-ARC domain"
"MA-101536g0010",NA
"MA-10154616g0010",NA
"MA-10158078g0010","PF08627-CRT-like, chloroquine-resistance transporter-like"
"MA-101607g0010",NA
"MA-10162007g0010","PF12937-F-box-like"
"MA-101657g0010","PF01633-Choline/ethanolamine kinase;PF01633-Choline/ethanolamine kinase"
"MA-10177978g0010","PF02789-Cytosol aminopeptidase family, N-terminal domain"
"MA-101790g0010","PF00249-Myb-like DNA-binding domain;PF00249-Myb-like DNA-binding domain"
"MA-10186926g0010",NA
"MA-10195045g0010","PF01585-G-patch domain"
"MA-101997g0010","PF00201-UDP-glucoronosyl and UDP-glucosyl transferase"
"MA-10201728g0010",NA
"MA-10205510g0010","PF13414-TPR repeat"
"MA-102072g0010","PF03018-Dirigent-like protein"
"MA-10209606g0010","PF02536-mTERF"
"MA-10209713g0010",NA
"MA-10225285g0010","PF13041-PPR repeat family;PF13041-PPR repeat family;PF01535-PPR repeat"
"MA-10228148g0010",NA
"MA-102296g0010","PF01697-Glycosyltransferase family 92"
"MA-10233786g0010",NA
"MA-102370g0010",NA
"MA-10243441g0010",NA
"MA-102478g0010","PF12854-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF14432-DYW family of nucleic acid deaminases"
"MA-10254035g0010",NA
"MA-10257351g0010","PF01535-PPR repeat;PF01535-PPR repeat;PF12854-PPR repeat;PF14432-DYW family of nucleic acid deaminases;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-10258695g0010","PF02298-Plastocyanin-like domain"
"MA-10268152g0010","PF00831-Ribosomal L29 protein"
"MA-10271793g0010",NA
"MA-10272510g0010",NA
"MA-10273461g0010",NA
"MA-10274946g0010","PF02881-SRP54-type protein, helical bundle domain;PF00448-SRP54-type protein, GTPase domain"
"MA-102869g0010","PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF12854-PPR repeat;PF12854-PPR repeat;PF12854-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-10289569g0010","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-10291382g0010","PF03311-Cornichon protein"
"MA-10294739g0010",NA
"MA-10314707g0010",NA
"MA-10314935g0010","PF13207-AAA domain"
"MA-103167g0010",NA
"MA-10317484g0010",NA
"MA-10319425g0010","PF08436-1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal domain;PF13288-DXP reductoisomerase C-terminal domain"
"MA-10325175g0010",NA
"MA-10335994g0010","PF00069-Protein kinase domain"
"MA-103380g0010","PF01535-PPR repeat;PF01535-PPR repeat;PF14432-DYW family of nucleic acid deaminases;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-10339234g0030",NA
"MA-103475g0010","PF00170-bZIP transcription factor;PF12498-Basic leucine-zipper C terminal"
"MA-103510g0020","PF00268-Ribonucleotide reductase, small chain"
"MA-103565g0010",NA
"MA-10359273g0010",NA
"MA-10368897g0020",NA
"MA-103698g0030","PF14432-DYW family of nucleic acid deaminases;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-10370615g0020",NA
"MA-10370672g0010",NA
"MA-103762g0010","PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-10381g0010","PF13432-Tetratricopeptide repeat;PF13181-Tetratricopeptide repeat"
"MA-10396441g0010","PF07714-Protein tyrosine kinase"
"MA-104039g0010",NA
"MA-104140g0030",NA
"MA-104210g0010","PF00956-Nucleosome assembly protein (NAP)"
"MA-10425785g0010","PF05664-Plant family of unknown function (DUF810)"
"MA-10425820g0020",NA
"MA-10425919g0010",NA
"MA-10425934g0010","PF00226-DnaJ domain"
"MA-10425977g0010",NA
"MA-10426003g0020","PF04685-Glycosyl-hydrolase family 116, catalytic region;PF04685-Glycosyl-hydrolase family 116, catalytic region"
"MA-10426029g0020","PF02779-Transketolase, pyrimidine binding domain;PF16078-2-oxoglutarate dehydrogenase N-terminus;PF00676-Dehydrogenase E1 component"
"MA-10426043g0020","PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF14432-DYW family of nucleic acid deaminases"
"MA-10426088g0010","PF03360-Glycosyltransferase family 43"
"MA-10426105g0010","PF13831-PHD-finger;PF13832-PHD-zinc-finger like domain"
"MA-10426192g0010","PF14288-1,3-beta-glucan synthase subunit FKS1, domain-1;PF04652-Vta1 like"
"MA-10426213g0030",NA
"MA-10426253g0010",NA
"MA-10426270g0020","PF02791-DDT domain"
"MA-10426318g0010",NA
"MA-10426328g0010",NA
"MA-10426334g0010",NA
"MA-10426369g0010",NA
"MA-10426371g0010",NA
"MA-10426376g0030","PF13637-Ankyrin repeats (many copies);PF12796-Ankyrin repeats (3 copies)"
"MA-10426401g0010","PF00544-Pectate lyase"
"MA-10426425g0010","PF13912-C2H2-type zinc finger;PF13912-C2H2-type zinc finger;PF13912-C2H2-type zinc finger"
"MA-10426427g0010","PF03015-Male sterility protein;PF07993-Male sterility protein"
"MA-10426498g0010","PF07992-Pyridine nucleotide-disulphide oxidoreductase"
"MA-10426516g0010",NA
"MA-10426626g0010","PF01554-MatE;PF01554-MatE"
"MA-10426642g0010","PF10345-Cohesin loading factor"
"MA-10426714g0010",NA
"MA-10426729g0010",NA
"MA-10426747g0020",NA
"MA-10426769g0010","PF13041-PPR repeat family;PF01535-PPR repeat"
"MA-10426795g0010","PF00400-WD domain, G-beta repeat;PF00400-WD domain, G-beta repeat"
"MA-10426814g0020","PF12457-Tuftelin interacting protein N terminal;PF07842-GC-rich sequence DNA-binding factor-like protein;PF01585-G-patch domain"
"MA-10426891g0010","PF00368-Hydroxymethylglutaryl-coenzyme A reductase;PF00368-Hydroxymethylglutaryl-coenzyme A reductase"
"MA-10427015g0010","PF07522-DNA repair metallo-beta-lactamase;PF04675-DNA ligase N terminus"
"MA-10427036g0010","PF00406-Adenylate kinase"
"MA-10427092g0010","PF07393-Exocyst complex component Sec10"
"MA-10427097g0010",NA
"MA-10427172g0010","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-10427183g0010","PF06470-SMC proteins Flexible Hinge Domain"
"MA-10427283g0010",NA
"MA-10427373g0010",NA
"MA-10427440g0010","PF13855-Leucine rich repeat;PF00931-NB-ARC domain"
"MA-10427485g0010",NA
"MA-10427505g0010",NA
"MA-10427508g0010",NA
"MA-10427524g0010","PF13855-Leucine rich repeat;PF07714-Protein tyrosine kinase"
"MA-10427527g0010",NA
"MA-10427538g0010","PF02933-Cell division protein 48 (CDC48), domain 2;PF00004-ATPase family associated with various cellular activities (AAA)"
"MA-10427561g0010","PF00005-ABC transporter;PF01061-ABC-2 type transporter;PF08370-Plant PDR ABC transporter associated;PF00005-ABC transporter"
"MA-10427596g0010","PF01753-MYND finger"
"MA-10427679g0010","PF01979-Amidohydrolase family"
"MA-10427713g0010","PF00149-Calcineurin-like phosphoesterase;PF16656-Purple acid Phosphatase, N-terminal domain"
"MA-10427781g0010","PF00646-F-box domain"
"MA-10427807g0010",NA
"MA-10427818g0010","PF12698-ABC-2 family transporter protein;PF00005-ABC transporter"
"MA-10427876g0010",NA
"MA-10427882g0010",NA
"MA-10428018g0010","PF05193-Peptidase M16 inactive domain"
"MA-10428025g0010",NA
"MA-10428067g0010","PF00069-Protein kinase domain;PF00069-Protein kinase domain"
"MA-10428085g0010","PF07714-Protein tyrosine kinase;PF12799-Leucine Rich repeats (2 copies);PF00314-Thaumatin family"
"MA-10428116g0010","PF00924-Mechanosensitive ion channel"
"MA-10428128g0010",NA
"MA-10428134g0010","PF02684-Lipid-A-disaccharide synthetase"
"MA-10428144g0010",NA
"MA-10428166g0020",NA
"MA-10428246g0010",NA
"MA-10428308g0010",NA
"MA-10428373g0010",NA
"MA-10428379g0010",NA
"MA-10428413g0040","PF02364-1,3-beta-glucan synthase component;PF02364-1,3-beta-glucan synthase component"
"MA-10428422g0010",NA
"MA-10428423g0010","PF13519-von Willebrand factor type A domain;PF02263-Guanylate-binding protein, N-terminal domain"
"MA-10428429g0010",NA
"MA-10428439g0010","PF12037-Domain of unknown function (DUF3523)"
"MA-10428493g0020",NA
"MA-10428571g0010","PF02148-Zn-finger in ubiquitin-hydrolases and other protein"
"MA-10428723g0010",NA
"MA-10428908g0010","PF16399-Intron-binding protein aquarius N-terminus"
"MA-10428934g0010",NA
"MA-10428955g0010","PF01264-Chorismate synthase"
"MA-10428970g0010",NA
"MA-10428984g0010","PF05879-Root hair defective 3 GTP-binding protein (RHD3)"
"MA-10428998g0010","PF00808-Histone-like transcription factor (CBF/NF-Y) and archaeal histone"
"MA-10429003g0010","PF06090-Inositol-pentakisphosphate 2-kinase"
